,Longitude,Latitude,Company Name,Location,Detail,Status Rocket, Rocket,Status Mission,Year,Rocket
226,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | GPS IIF-11,StatusActive,109,Success,2015,109
227,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 421 | Morelos-3,StatusActive,123,Success,2015,123
228,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 551 | MUOS-4,StatusActive,153,Success,2015,153
230,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | GPS IIF-10,StatusActive,109,Success,2015,109
231,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | CRS-7,StatusRetired,56,Failure,2015,56
232,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 501 | OTV-4,StatusActive,120,Success,2015,120
233,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | Turkmen??lem52E/MonacoSat,StatusRetired,56,Success,2015,56
234,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | CRS-6,StatusRetired,56,Success,2015,56
235,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GPS IIF-9",StatusRetired,164,Success,2015,164
236,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 421 | MMS,StatusActive,123,Success,2015,123
237,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | ABS-3A & EUTELSAT 115 West B,StatusRetired,56,Success,2015,56
238,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | DSCOVR,StatusRetired,56,Success,2015,56
239,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 551 | MUOS-3,StatusActive,153,Success,2015,153
240,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | CRS-5,StatusRetired,56,Success,2015,56
241,-80.5772,28.5623,ULA,Cape Canaveral AFS,Delta IV Heavy | EFT-1,StatusActive,350,Success,2014,350
242,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | GPS IIF-8,StatusActive,109,Success,2014,109
243,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | CRS-4,StatusRetired,56,Success,2014,56
244,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | CLIO,StatusActive,109,Success,2014,109
245,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | AsiaSat 6,StatusRetired,56,Success,2014,56
246,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | AsiaSat 8,StatusRetired,56,Success,2014,56
247,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | GPS IIF-7,StatusActive,109,Success,2014,109
248,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | AFSPC-4",StatusRetired,164,Success,2014,164
249,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | OG2 Mission 1,StatusRetired,56,Success,2014,56
250,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | NROL-33,StatusActive,109,Success,2014,109
251,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GPS IIF-6",StatusRetired,164,Success,2014,164
252,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | CRS-3,StatusRetired,56,Success,2014,56
253,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 541 | NROL-67,StatusActive,145,Success,2014,145
254,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GPS IIF-5",StatusRetired,164,Success,2014,164
255,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | TDRS-L,StatusActive,109,Success,2014,109
256,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | Thaicom 6,StatusRetired,56,Success,2014,56
257,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.1 | SES-8,StatusRetired,56,Success,2013,56
258,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | MAVEN,StatusActive,109,Success,2013,109
259,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 531 | AEHF-3,StatusActive,140,Success,2013,140
261,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 551 | MUOS-2,StatusActive,153,Success,2013,153
263,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | GPS IIF-4,StatusActive,109,Success,2013,109
264,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | SBIRS GEO-2,StatusActive,109,Success,2013,109
265,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.0 | CRS-2,StatusRetired,59,Success,2013,59
266,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | TDRS-K,StatusActive,109,Success,2013,109
267,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 501 | OTV-3,StatusActive,120,Success,2012,120
268,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.0 | CRS-1,StatusRetired,59,Partial Failure,2012,59
269,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GPS IIF-3",StatusRetired,164,Success,2012,164
270,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | Van Allen Probes (RBSP),StatusActive,109,Success,2012,109
271,-80.5772,28.5623,ULA,Cape Canaveral AFS,Delta IV Heavy | NROL-15,StatusActive,350,Success,2012,350
272,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | NROL-38,StatusActive,109,Success,2012,109
273,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.0 | COTS-2+,StatusRetired,59,Success,2012,59
274,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 531 | AEHF-2,StatusActive,140,Success,2012,140
275,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 551 | MUOS-1,StatusActive,153,Success,2012,153
277,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 541 | Mars Science Laboratory,StatusActive,145,Success,2011,145
279,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 551 | Juno,StatusActive,153,Success,2011,153
280,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GPS IIF-2",StatusRetired,164,Success,2011,164
281,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | SBIRS GEO-1,StatusActive,109,Success,2011,109
282,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | NROL-27",StatusRetired,164,Success,2011,164
283,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 501 | OTV-2,StatusActive,120,Success,2011,120
284,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.0 | COTS-1,StatusRetired,59,Success,2010,59
285,-80.5772,28.5623,ULA,Cape Canaveral AFS,Delta IV Heavy | NROL-32,StatusActive,350,Success,2010,350
286,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 531 | AEHF-1,StatusActive,140,Success,2010,140
287,-80.5772,28.5623,SpaceX,Cape Canaveral AFS,Falcon 9 v1.0 | Flight 1,StatusRetired,59,Success,2010,59
288,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GPS IIF-1",StatusRetired,164,Success,2010,164
289,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 501 | OTV-1,StatusActive,120,Success,2010,120
290,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GOES 15",StatusRetired,164,Success,2010,164
291,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | SDO,StatusActive,109,Success,2010,109
293,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 431 | Intersat 14,StatusActive,130,Success,2009,130
295,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | PAN,StatusActive,109,Success,2009,109
297,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GOES-O",StatusRetired,164,Success,2009,164
298,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 421 | LRO/LCROSS,StatusActive,123,Success,2009,123
299,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 421 | WGS-2,StatusActive,123,Success,2009,123
302,-80.5772,28.5623,ULA,Cape Canaveral AFS,Delta IV Heavy | NROL-26,StatusActive,350,Success,2009,350
304,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 421 | ICO G1,StatusActive,123,Success,2008,123
307,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | NROL-24,StatusActive,109,Success,2007,109
308,-80.5772,28.5623,ULA,Cape Canaveral AFS,Delta IV Heavy | DSP-23,StatusActive,350,Success,2007,350
310,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 421 | WSG-1,StatusActive,123,Success,2007,123
313,-80.5772,28.5623,ULA,Cape Canaveral AFS,Atlas V 401 | NROL-30 & NOSS-3,StatusActive,109,Partial Failure,2007,109
314,-80.5772,28.5623,ULA,Cape Canaveral AFS,"Atlas V 401 | STP-1, FalconSat-3",StatusActive,109,Success,2007,109
320,-80.5772,28.5623,Boeing,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | GOES-N (GOES-13)",StatusRetired,164,Success,2006,164
321,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 411 | Astra 1KR,StatusActive,115,Success,2006,115
322,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 551 | New Horizons,StatusActive,153,Success,2006,153
324,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 401 | Mars Reconnaissance Orbiter,StatusActive,109,Success,2005,109
326,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 431 | Inmarsat-4 F1,StatusActive,130,Success,2005,130
329,-80.5772,28.5623,Boeing,Cape Canaveral AFS,Delta IV Heavy | DemoSat and 3CS-1 & 2,StatusActive,350,Partial Failure,2004,350
330,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 521 | AMC-16,StatusActive,135,Success,2004,135
345,-80.5772,28.5623,Boeing,Cape Canaveral AFS,Delta IV Medium | DSCS-3 B6,StatusRetired,133,Success,2003,133
347,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 521 | Rainbow 1,StatusActive,135,Success,2003,135
350,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 401 | HellasSat-2,StatusActive,109,Success,2003,109
351,-80.5772,28.5623,Northrop,Cape Canaveral AFS,Pegasus XL | GALEX,StatusActive,40,Success,2003,40
355,-80.5772,28.5623,Boeing,Cape Canaveral AFS,Delta IV Medium | DSCS-3 A3,StatusRetired,133,Success,2003,133
357,-80.5772,28.5623,Northrop,Cape Canaveral AFS,Pegasus XL | SORCE,StatusActive,40,Success,2003,40
359,-80.5772,28.5623,Boeing,Cape Canaveral AFS,"Delta IV Medium+ (4,2) | Eutelsat W5",StatusRetired,164,Success,2002,164
361,-80.5772,28.5623,ILS,Cape Canaveral AFS,Atlas V 401 | Hot Bird 6,StatusActive,109,Success,2002,109
365,-80.5772,28.5623,Northrop,Cape Canaveral AFS,Pegasus XL | RHESSI,StatusActive,40,Success,2002,40
409,-80.5772,28.5623,Northrop,Cape Canaveral AFS,Pegasus | SCD-2,StatusRetired,40,Success,1998,40
496,-80.5772,28.5623,Northrop,Cape Canaveral AFS,Pegasus | SCD-1,StatusRetired,40,Success,1993,40
501,-80.5772,28.5623,Martin Marietta,Cape Canaveral AFS,Commercial Titan III | Mars Observer,StatusRetired,136,Success,1992,136
528,-80.5772,28.5623,Martin Marietta,Cape Canaveral AFS,Commercial Titan III | Intelsat 604,StatusRetired,136,Success,1990,136
534,-80.5772,28.5623,Martin Marietta,Cape Canaveral AFS,Commercial Titan III | Intelsat 603,StatusRetired,136,Failure,1990,136
538,-80.5772,28.5623,Martin Marietta,Cape Canaveral AFS,Commercial Titan III | Skynet 4A & JCSAT-2,StatusRetired,136,Success,1990,136
647,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 230+ | CRS NG-12,StatusActive,85,Success,2019,85
648,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 230 | CRS NG-11,StatusRetired,85,Success,2019,85
649,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 230 | CRS NG-10,StatusRetired,85,Success,2018,85
650,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 230 | CRS OA-9E,StatusRetired,85,Success,2018,85
651,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 230 | CRS OA-8E,StatusRetired,85,Success,2017,85
652,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 230 | CRS OA-5,StatusRetired,85,Success,2016,85
653,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 130 | CRS Orb-3,StatusRetired,80,Failure,2014,80
654,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 120 | CRS Orb-2,StatusRetired,80,Success,2014,80
655,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 120 | CRS Orb-1,StatusRetired,80,Success,2014,80
656,-75.4661,37.9402,Northrop,Wallops Flight Facility,Minotaur I | ORS-3,StatusActive,40,Success,2013,40
657,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 110 | CRS Orb-D1,StatusRetired,80,Success,2013,80
658,-75.4661,37.9402,Northrop,Wallops Flight Facility,Minotaur V | LADEE,StatusActive,55,Success,2013,55
659,-75.4661,37.9402,Northrop,Wallops Flight Facility,Antares 110 | Antares A-ONE,StatusRetired,80,Success,2013,80
660,-75.4661,37.9402,Northrop,Wallops Flight Facility,Minotaur I | ORS-1,StatusActive,40,Success,2011,40
661,-75.4661,37.9402,Northrop,Wallops Flight Facility,Minotaur I | TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,StatusActive,40,Success,2009,40
662,-75.4661,37.9402,Northrop,Wallops Flight Facility,Minotaur I | NFIRE,StatusActive,40,Success,2007,40
663,-75.4661,37.9402,Northrop,Wallops Flight Facility,Minotaur I | TacSat-2 & GeneSat-1,StatusActive,40,Success,2006,40
664,-75.4661,37.9402,Northrop,Wallops Flight Facility,Pegasus XL/HAPS | Orbcomm C1 - C8,StatusActive,40,Success,1998,40
665,-75.4661,37.9402,Northrop,Wallops Flight Facility,Pegasus XL/HAPS | Orbcomm B1 - B8,StatusActive,40,Success,1998,40
666,-75.4661,37.9402,Northrop,Wallops Flight Facility,Pegasus XL | SNOE & BATSAT,StatusActive,40,Success,1998,40
667,-75.4661,37.9402,Northrop,Wallops Flight Facility,Pegasus XL/HAPS | Orbcomm A1-A8,StatusActive,40,Success,1997,40
668,-75.4661,37.9402,Northrop,Wallops Flight Facility,Pegasus XL | STEP-4,StatusActive,40,Success,1997,40
669,-75.4661,37.9402,EER,Wallops Flight Facility,Conestoga-1620 | METEOR,StatusRetired,20,Failure,1995,20
682,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 5 | RADARSAT Constellation,StatusActive,50,Success,2019,50
683,-120.6107,34.7378,ULA,Vandenberg AFB,Delta IV Heavy | NROL-71,StatusActive,350,Success,2019,350
684,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 5 | Iridium-8,StatusActive,50,Success,2019,50
685,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 5 | Spaceflight SSO-A,StatusActive,50,Success,2018,50
686,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 5 | SAOCOM 1A,StatusActive,50,Success,2018,50
688,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 5 | Iridium-7,StatusActive,50,Success,2018,50
689,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 4 | Iridium-6 & GRACE-FO,StatusRetired,62,Success,2018,62
690,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | InSight,StatusActive,109,Success,2018,109
691,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 4 | Iridium-5,StatusRetired,62,Success,2018,62
692,-120.6107,34.7378,SpaceX,Vandenberg AFB,"Falcon 9 Block 3 | PAZ & Tintin A, Tintin B",StatusRetired,62,Success,2018,62
694,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 3 | Iridium-4,StatusRetired,62,Success,2017,62
696,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | SkySat & Flock-3m,StatusActive,45,Success,2017,45
697,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 4 | Iridium-3,StatusRetired,62,Success,2017,62
698,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 541 | NROL-42,StatusActive,145,Success,2017,145
699,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 3 | Formosat-5,StatusRetired,62,Success,2017,62
700,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 3 | Iridium-2,StatusRetired,62,Success,2017,62
701,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | NROL-79,StatusActive,109,Success,2017,109
702,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 Block 3 | Iridium-1,StatusRetired,62,Success,2017,62
703,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | WorldView-4,StatusActive,109,Success,2016,109
705,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 v1.1 | Jason-3,StatusRetired,56,Success,2016,56
706,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | NROL-55,StatusActive,109,Success,2015,109
708,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 541 | NROL-35,StatusActive,145,Success,2014,145
709,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | WorldView 3,StatusActive,109,Success,2014,109
711,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | DMSP-5D3 F19,StatusActive,109,Success,2014,109
712,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 501 | NROL-39,StatusActive,120,Success,2013,120
713,-120.6107,34.7378,SpaceX,Vandenberg AFB,Falcon 9 v1.1 | CASSIOPE,StatusRetired,56,Success,2013,56
714,-120.6107,34.7378,ULA,Vandenberg AFB,Delta IV Heavy | NROL-65,StatusActive,350,Success,2013,350
715,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | IRIS,StatusActive,40,Success,2013,40
716,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | Landsat 8,StatusActive,109,Success,2013,109
717,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | NROL-36,StatusActive,109,Success,2012,109
721,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 411 | NROL-34,StatusActive,115,Success,2011,115
722,-120.6107,34.7378,Northrop,Vandenberg AFB,"Minotaur C (Taurus) | Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",StatusActive,45,Failure,2011,45
723,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur I | NROL-66,StatusActive,40,Success,2011,40
724,-120.6107,34.7378,ULA,Vandenberg AFB,Delta IV Heavy | NROL-49,StatusActive,350,Success,2011,350
726,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur IV | SBSS,StatusActive,46,Success,2010,46
727,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 501 | NROL-41,StatusActive,120,Success,2010,120
729,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 401 | DMSP-5D3-F18,StatusActive,109,Success,2009,109
732,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | Orbiting Carbon Observatory,StatusActive,45,Failure,2009,45
737,-120.6107,34.7378,ULA,Vandenberg AFB,Atlas V 411 | NROL-28,StatusActive,115,Success,2008,115
741,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | AIM,StatusActive,40,Success,2007,40
743,-120.6107,34.7378,Boeing,Vandenberg AFB,Delta IV Medium | DMSP F17,StatusRetired,133,Success,2006,133
744,-120.6107,34.7378,Boeing,Vandenberg AFB,"Delta IV Medium+ (4,2) | NROL-22",StatusRetired,164,Success,2006,164
746,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur I | COSMIC (FORMOSAT-3),StatusActive,40,Success,2006,40
747,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | ST-5,StatusActive,40,Success,2006,40
749,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur I | Streak (STP-R1),StatusActive,40,Success,2005,40
751,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | DART,StatusActive,40,Success,2005,40
752,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur I | XSS-11,StatusActive,40,Success,2005,40
754,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | ROCSAT-2,StatusActive,45,Success,2004,45
757,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | USA-172,StatusRetired,35,Success,2003,35
758,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | SCISAT-1,StatusActive,40,Success,2003,40
759,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | OrbView-3,StatusActive,40,Success,2003,40
761,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | Coriolis,StatusRetired,35,Success,2003,35
762,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | NOAA-17,StatusRetired,35,Success,2002,35
768,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | Orbview-4/QuikTOMS,StatusActive,45,Failure,2001,45
771,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | NOAA-16,StatusRetired,35,Success,2000,35
773,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur I | MightySat 2.1,StatusActive,40,Success,2000,40
774,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | TSX-5,StatusActive,40,Success,2000,40
776,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | Multispectral Thermal Imager (MTI),StatusActive,45,Success,2000,45
777,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur I | JAWSat,StatusActive,40,Success,2000,40
778,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | KOMPSAT & ACRIMSAT,StatusActive,45,Success,1999,45
780,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | USA-147,StatusRetired,35,Success,1999,35
781,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL/HAPS | Orbcomm D1-D8,StatusActive,40,Success,1999,40
783,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | QuikSCAT,StatusRetired,35,Success,1999,35
785,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL/HAPS | TERRIERS & MUBLCOM,StatusActive,40,Success,1999,40
788,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | WIRE,StatusActive,40,Success,1999,40
790,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | SWAS,StatusActive,40,Success,1998,40
792,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | STEX (NROL-8),StatusActive,45,Success,1998,45
796,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | NOAA-15,StatusRetired,35,Success,1998,35
797,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | TRACE,StatusActive,40,Success,1998,40
800,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | GFO & Orbcomm 11 and 12,StatusActive,45,Success,1998,45
805,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | FORTE,StatusActive,40,Success,1997,40
810,-120.6107,34.7378,Lockheed,Vandenberg AFB,Titan II(23)G | USA-131,StatusRetired,35,Success,1997,35
812,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | HETE & SAC-B,StatusActive,40,Failure,1996,40
813,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | FAST,StatusActive,40,Success,1996,40
814,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | TOMS,StatusActive,40,Success,1996,40
815,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus | MSTI-3,StatusRetired,40,Success,1996,40
818,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | REX II,StatusActive,40,Success,1996,40
823,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | STEP-3,StatusActive,40,Failure,1995,40
824,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus | Orbcomm F1 and F2 & OrbView-1,StatusRetired,40,Success,1995,40
828,-120.6107,34.7378,Northrop,Vandenberg AFB,Pegasus XL | STEP-1,StatusActive,40,Failure,1994,40
829,-120.6107,34.7378,Northrop,Vandenberg AFB,Minotaur C (Taurus) | STEP Mission 0 & DARPASAT,StatusActive,45,Success,1994,45
830,-120.6107,34.7378,Martin Marietta,Vandenberg AFB,Titan II(23)G | Clementine,StatusRetired,35,Success,1994,35
831,-120.6107,34.7378,Martin Marietta,Vandenberg AFB,Titan II(23)G | Landsat 6,StatusRetired,35,Failure,1993,35
835,-120.6107,34.7378,Martin Marietta,Vandenberg AFB,Titan II(23)G | USA-81,StatusRetired,35,Success,1992,35
842,-120.6107,34.7378,Martin Marietta,Vandenberg AFB,Titan II(23)G | USA-45,StatusRetired,35,Success,1989,35
845,-120.6107,34.7378,Martin Marietta,Vandenberg AFB,Titan II(23)G | USA-32,StatusRetired,35,Success,1988,35
959,-120.6107,34.7378,US Air Force,Vandenberg AFB,Titan IIIB | OPS 1077,StatusRetired,59,Success,1969,59
960,-120.6107,34.7378,US Air Force,Vandenberg AFB,Titan IIIB | OPS 5310,StatusRetired,59,Success,1969,59
962,-120.6107,34.7378,US Air Force,Vandenberg AFB,Titan IIIB | OPS 4248,StatusRetired,59,Success,1969,59
963,-120.6107,34.7378,US Air Force,Vandenberg AFB,Titan IIIB | OPS 7585,StatusRetired,59,Success,1969,59
964,167.7316,9.3823,Northrop,Ronald Reagan Ballistic Missile Defense Test Site,Pegasus XL | NuSTAR,StatusActive,40,Success,2012,40
965,167.7316,9.3823,SpaceX,Ronald Reagan Ballistic Missile Defense Test Site,Falcon 1 | RazakSat,StatusRetired,7,Success,2009,7
966,167.7316,9.3823,Northrop,Ronald Reagan Ballistic Missile Defense Test Site,Pegasus XL | IBEX,StatusActive,40,Success,2008,40
967,167.7316,9.3823,SpaceX,Ronald Reagan Ballistic Missile Defense Test Site,Falcon 1 | RatSat,StatusRetired,7,Success,2008,7
968,167.7316,9.3823,SpaceX,Ronald Reagan Ballistic Missile Defense Test Site,Falcon 1 | Flight 3,StatusRetired,7,Failure,2008,7
969,167.7316,9.3823,Northrop,Ronald Reagan Ballistic Missile Defense Test Site,Pegasus XL | C/NOFS,StatusActive,40,Success,2008,40
970,167.7316,9.3823,SpaceX,Ronald Reagan Ballistic Missile Defense Test Site,Falcon 1 | DemoSat,StatusRetired,7,Failure,2007,7
971,167.7316,9.3823,SpaceX,Ronald Reagan Ballistic Missile Defense Test Site,Falcon 1 | FalconSat-2,StatusRetired,7,Failure,2006,7
972,167.7316,9.3823,Northrop,Ronald Reagan Ballistic Missile Defense Test Site,Pegasus | HETE 2,StatusRetired,40,Success,2000,40
